title,year,downloads,torrent_url,poster_url,description,genre
Pygmalion,1938,147090,https://archive.org/download/Pygmalion/Pygmalion_archive.torrent,https://image.tmdb.org/t/p/w780/dIrQHvgSEAfpaz3fBnrRpvo0e8u.jpg,"Loosely based on the Greek myth 'Pygmalion' a Cypriot sculptor who carved a woman out of ivory but his statue was so fair and realistic that he fell in love with it. The snobbish & intellectual Professor of languages, Henry Higgins (Leslie Howard) makes a bet with his friend (Scott Sunderland) that he can take a London flower seller, Eliza Doolittle (Wendy Hiller), from the gutters and pass her off as a society lady. However he discovers that this involves dealing with a human being with ideas o",Drama
Under California Stars,1948,147004,https://archive.org/download/under_california_stars/under_california_stars_archive.torrent,https://image.tmdb.org/t/p/w780/qBZdmWq4XdHeEIlfAOMRWzjzPkj.jpg,Rancher Roy and his boys track down a gang who have stolen Trigger and are holding him for ransom.,Western
Take Me Back To Oklahoma,1940,146763,https://archive.org/download/take_me_back_to_oklahoma/take_me_back_to_oklahoma_archive.torrent,https://image.tmdb.org/t/p/w780/aOL2M389q7dglnDmqJRpzaliPjS.jpg,You can find more information regarding this film on its IMDb page .,"Western, Music"
Sherlock Holmes and the Secret Weapon (1943),0,146484,https://archive.org/download/SherlockHolmesAndTheSecretWeapon1943/SherlockHolmesAndTheSecretWeapon1943_archive.torrent,https://archive.org/services/img/SherlockHolmesAndTheSecretWeapon1943,Sherlock Holmes rescues an inventor of an new bomb site before the Nazis can get him. The inventor agrees to help the allies but soon disappears and Holmes suspects Moriarty may be involved. Mystic Nights Videos,
Danger Flight,1939,146041,https://archive.org/download/danger_flight/danger_flight_archive.torrent,https://image.tmdb.org/t/p/w780/sJkdZlkFwN74OwNGuov2UNhWbog.jpg,Our hero tries to straighten out some juvenile delinquents in this adventure based on the comic strip 'Tailspin Tommy.' You can find more information regarding this film on its IMDb page .,Drama
Alice In Wonderland,1915,145361,https://archive.org/download/AliceInWonderland1915_503/AliceInWonderland1915_503_archive.torrent,https://image.tmdb.org/t/p/w780/6R12mA8mHhjcpo7V9OkMBU4Mnqd.jpg,"Alice In Wonderland (1915) http://www.imdb.com/title/tt0004873/ This is a shorter cut of the film, clocking in at 42minutes : 7seconds It is also 'tinted' http://en.wikipedia.org/wiki/Film_tinting A full cut of this film is available on archive.org in black and white. ~~~~ Container: mkv Video: h.264 (x264) @ 1500kbps Audio: NONE or AC3 direct copy from source Soundtrack: The video is accompanied by a soundtrack which is synced up nicely to the movie. It is sourced from an early vinyl recording.","Family, Fantasy, Adventure"
Dressed To Kill,1946,145262,https://archive.org/download/DressedToKill1946/DressedToKill1946_archive.torrent,https://image.tmdb.org/t/p/w780/oD4z3ON2ciLMv6obEH2K8tGThWG.jpg,"Three cheap musical boxes (each one playing a subtly different version of 'The Swagman'), manufactured in Dartmoor Prison, are sold at a local auction house. However, a criminal gang is determined to steal and recover all three, even if it means committing murder. Sherlock Holmes tries to recover the music boxes and crack the secret code contained in the tune before the gang can get what they want. This version is slightly better quality that the other versions available on the Internet Archive.","Thriller, Mystery, Horror"
Jigsaw,1949,145008,https://archive.org/download/Jigsaw_/Jigsaw__archive.torrent,https://image.tmdb.org/t/p/w780/9Kr66T46Ml49mFM3qA8FpbkpYgh.jpg,"The plot is about a shadowy group called the Crusaders, which has been organizing itself into a power center. Its poster shows a handsome Aryan lad against the waving American flag. Their slogan, 'Join The Crusaders -- Fight for America!'. The implication is clear...the Crusaders will be against anyone who doesn't look, sound or believe the way that Aryan poster boy does. When a columnist is killed while looking into the Crusaders, Howard Malloy finds himself appointed a special prosecutor. He a","Horror, Mystery"
Attack of the Giant Leeches,1959,144880,https://archive.org/download/AttackOfTheGiantLeeches/AttackOfTheGiantLeeches_archive.torrent,https://image.tmdb.org/t/p/w780/n3dAhWfWxsNQJ5ZUcn8Q3mW8EIP.jpg,"After a local drunk shoots a monster in the swamp, people start disappearing... Find out more about this movie on it's IMDB page.","Horror, Science Fiction"
His Girl Friday - 1940,0,144606,https://archive.org/download/HisGirlFriday-1940/HisGirlFriday-1940_archive.torrent,https://archive.org/services/img/HisGirlFriday-1940,"His Girl Friday is a 1940 American comedy film directed by Howard Hawks starring Cary Grant, Rosalind Russell and Ralph Bellamy. Walter Burns (Cary Grant) is a newspaper editor who learns his ex-wife is about to marry a bland insurance man and settle down to a quiet life. Walter determines to sabotage these plans and uses every trick in the book to keep his ex-wife from remarrying. This movie is public domain. Source: http://en.wikipedia.org/wiki/His_Girl_Friday http://www.archive.org/details/hi",
Love Camp 7 (1969),1969,144399,https://archive.org/download/love.-camp.-7.1969.1080p.-blu-ray.-h-264.-aac-rarbg/love.-camp.-7.1969.1080p.-blu-ray.-h-264.-aac-rarbg_archive.torrent,https://archive.org/services/img/love.-camp.-7.1969.1080p.-blu-ray.-h-264.-aac-rarbg,"IMPORTANT DISCLAIMER: THIS VIDEO DOES NOT REFLECT MY PERSONAL VIEWS AT ALL! I DO NOT CONDONE THE ROMANTICISM OF NAZISM OR THE FETISHIZATION OF NAZISM! TAKE THIS AS A LESSON AS TO WHY THIS KIND OF MEDIA WAS WRONG THEN AND WRONG NOW! WARNING: THIS FILM CONTAINS GRAPHIC SEXUAL CONTENT, NUDITY AND DEPICTIONS OF SEXUAL VIOLENCE AND SEXUAL ABUSE! VIEWER DISCRETION IS ADVISED! FOR ADULTS ONLY! 18+ Two female Army agents go undercover at a Nazi prison camp to get information from a scientist being held ",
Pulse (Kairo) 2001 (ENG Sub),0,144324,https://archive.org/download/pulse-kairo-kiyoshi-kurosawa-2001-eng-sub-1301306804834/pulse-kairo-kiyoshi-kurosawa-2001-eng-sub-1301306804834_archive.torrent,https://archive.org/services/img/pulse-kairo-kiyoshi-kurosawa-2001-eng-sub-1301306804834,"In the immense city of Tokyo, the darkness of the afterlife lurks some of its inhabitants who are desperately trying to escape the sadness and isolation of the modern world.",
Vengeance Valley,1951,144158,https://archive.org/download/VengeanceValley/VengeanceValley_archive.torrent,https://image.tmdb.org/t/p/w780/yIiXDUWV2ka5116V4snpCBRsn0b.jpg,"A cattle baron takes in an orphaned boy and raises him, causing his own son to resent the boy. As they get older the resentment festers into hatred, and eventually the real son frames his stepbrother for fathering an illegitimate child that is actually his, seeing it as an opportunity to get his half-brother out of the way so he can have his father's empire all to himself.",Western
"Charlie Chaplin's ""Police""",1916,143982,https://archive.org/download/CC_1916_05_27_Police/CC_1916_05_27_Police_archive.torrent,https://image.tmdb.org/t/p/w780/Ao9V2glJ1BtLUy6RPTRxj4fxJIK.jpg,Charlie Chaplin's 49th Film Released May 27 1916 Police was Charlie Chaplin's 14th released film from Essanay. It was made at the Majestic Studio in Los Angeles. Charlie playing an ex-convict finds life on the outside not to his liking and leads him to breaking into a home with another thief (Wesley Ruggles). Edna Purviance plays the girl living in the home who tries to change him. http://www.imdb.com/title/tt0007194/ Charlie Chaplin In The Internet Archive http://www.archive.org/details/CC_1914,Comedy
Bowery at Midnight,1942,143364,https://archive.org/download/Bowery_at_Midnight/Bowery_at_Midnight_archive.torrent,https://image.tmdb.org/t/p/w780/lDWHvIotQkogG77wHVuMT8mF8P.jpg,"Bela Lugosi. By day, professor of psychology. By night, proprietor of a soup-kitchen that serves as the base for his criminal activities. Tom Neal of 'Detour' fame also appears. 'How often have I told you to keep that cat from desecrating my graves!'","Crime, Horror, Action"
The Lawless Frontier (1934),0,142821,https://archive.org/download/TheLawlessFrontier1934/TheLawlessFrontier1934_archive.torrent,https://archive.org/services/img/TheLawlessFrontier1934,John Tobin's (John Wayne) parents are killed by an outlaw. John teams up with Dusty to find the bad guy. Mystic Nights Videos,
Six Gun Trail,1938,142751,https://archive.org/download/six_gun_trail/six_gun_trail_archive.torrent,https://image.tmdb.org/t/p/w780/kOHzHYK1y53zsXEujOWGa0LhCJA.jpg,You can find more information regarding this film on its IMDb page .,Western
Diary Of A Nudist (widescreen),2015,142685,https://archive.org/download/DiaryOfANudistwidescreen/DiaryOfANudistwidescreen_archive.torrent,https://archive.org/services/img/DiaryOfANudistwidescreen,1961 directed by Dorish Wishman starring Davee Decker and Norman Kasserly. It’s 1961 and eveyone’s taking it off at the Sunny Palms Lodge. An outraged newspaper editor sends his ace reporter undercover to discover the seedy activities of these brazen wantons.,
Eraserhead (1977),0,142432,https://archive.org/download/eraserhead-1977/eraserhead-1977_archive.torrent,https://archive.org/services/img/eraserhead-1977,"ERASERHEAD ( Eraserhead, USA ) ( Filme Completo / Legendado em Português ) Data de Lançamento: 19 de março de 1977 » SOBRE O FILME: Ao chegar em casa Henry é avisado por sua vizinha de que foi chamado para um jantar na casa de sua ex namorada. Após uma refeição bizarra com uma família ainda mais estranha Henry é informado que sua ex engravidou dele e teve o filho com poucas semanas de gestação; ele é então obrigado a casar-se e levar a mulher e a criança para viverem em seu apartamento. . David ",
The Grapes Of Wrath ( 1940),1940,142108,https://archive.org/download/the-grapes-of-wrath-1940/the-grapes-of-wrath-1940_archive.torrent,https://archive.org/services/img/the-grapes-of-wrath-1940,"The Grapes of Wrath is a 1940 American drama film directed by John Ford . It was based on John Steinbeck 's 1939 Pulitzer Prize -winning novel of the same name . The screenplay was written by Nunnally Johnson and the executive producer was Darryl F. Zanuck . The film tells the story of the Joads, an Oklahoma family, who, after losing their farm during the Great Depression in the 1930s, become migrant workers and end up in California . The motion picture details their arduous journey across the U",
The Lady Confesses,1945,141135,https://archive.org/download/Lady_Confesses/Lady_Confesses_archive.torrent,https://image.tmdb.org/t/p/w780/9XpyEfyJcR5GKYtNKL7GtSLlJzd.jpg,"Mary Beth Hughes, about to be married to Hugh Beaumont, receives a visit from his previous wife, who was presumed dead. And then the woman is found murdered. The video is interlaced in both the MPEG2 file and the Cinepack. If viewing with VLC, deinterlace with menu-path Video/Deinterlace/Blend.","Drama, Mystery, Thriller, Crime"
The Quiet One,1948,140034,https://archive.org/download/the_quiet_one/the_quiet_one_archive.torrent,https://image.tmdb.org/t/p/w780/bF4Vo1djRnmeiexPF7BJqluzFkD.jpg,You can find more information regarding this film on its IMDb page .,"Documentary, Music"
Tombstone Canyon,0,139944,https://archive.org/download/tombstone_canyon/tombstone_canyon_archive.torrent,https://image.tmdb.org/t/p/w780/9jdfrchwG9KvVIa29DfBhwCuEY2.jpg,You can find more information regarding this film on its IMDb page .,"Action, Drama, Mystery, Romance, Western"
The House I Live In,1945,139796,https://archive.org/download/TheHouseILiveIn/TheHouseILiveIn_archive.torrent,https://image.tmdb.org/t/p/w780/jFFiSdNXdWIvMNU1YDDUN75DB7n.jpg,Frank Sinatra teaches some young boys a lesson about tolerance.,Documentary
"Daniel Boone, Trail Blazer",1956,139786,https://archive.org/download/Daniel_Boone_-_Trail_Blazer/Daniel_Boone_-_Trail_Blazer_archive.torrent,https://image.tmdb.org/t/p/w780/wx7oWxhrRmVLAW4bB9HhJbfr9z8.jpg,"Daniel Boone leads settlers into Kentucky, but must battle Shawnee Indians who have been persuaded by a French renegade that Boone and the settlers are there to kill them and steal their land.","Drama, Action, Western"
The Mysterious Rider AKA Mark of the Avenger,1938,139775,https://archive.org/download/mark_of_the_avenger_1938/mark_of_the_avenger_1938_archive.torrent,https://archive.org/services/img/mark_of_the_avenger_1938,Taken from IMDB : Ben Wade and his partner Frosty return to Bellounds' ranch where twenty years earlier Wade was wanted for murder,
Minesweeper,1943,139577,https://archive.org/download/Minesweeper_1943/Minesweeper_1943_archive.torrent,https://image.tmdb.org/t/p/w780/gWdFUFPaOZVzh6kAdsQgbKUqjoP.jpg,"DANGER AFLOAT! ABOVE, BELOW AND ACROSS THE SEAS...WITH THE HEROIC MEN OF THE COAST GUARD! On hearing of the attack on Pearl Harbor, a hobo decides to join the Coast Guard under an assumed name -- because he deserted the Navy years before due to gambling debts. What follows is a combination of melodrama and suspense, as he gets tangled up in the lives of another military family, succumbs once again to his gambling addiction, and risks his life defusing Japanese-laid mines off the California coast","Action, Adventure, Drama, Romance, War"
The Terror,1963,139438,https://archive.org/download/TheTerror/TheTerror_archive.torrent,https://image.tmdb.org/t/p/w780/7ls64LquXB0nc5MkJFWyWaXlBLj.jpg,A young officer in Napoleon's army pursues a mysterious woman to the castle of an elderly Baron where he discovers that she is the pawn of an old witch bent on driving the Baron to suicide.,"Horror, Mystery, Thriller"
The Corpse Vanishes,1942,139321,https://archive.org/download/TheCorpseVanishes/TheCorpseVanishes_archive.torrent,https://image.tmdb.org/t/p/w780/ur7omgilzhWeHKW9Spd3ueHFbC1.jpg,A newspaper reporter begins to investigate after a series of brides die suddenly during their wedding. Her quest leads her to the secret of eternal youth and almost gets her killed. You can find more information regarding this film on its IMDb page .,"Science Fiction, Horror"
"The Killers (1946) Burt Lancaster, Ava Gardner, Edmond O' Brien - Film Noir Full Movie",1946,138518,https://archive.org/download/thekillers1946usafeaturingburtlancasteravagardneredmondobrienfilmnoirfullmovie_202001/thekillers1946usafeaturingburtlancasteravagardneredmondobrienfilmnoirfullmovie_202001_archive.torrent,https://archive.org/services/img/thekillers1946usafeaturingburtlancasteravagardneredmondobrienfilmnoirfullmovie_202001,"The Killers (also known as A Man Alone) is a 1946 American film noir directed by Robert Siodmak and based in part on the 1927 short story of the same name by Ernest Hemingway. It stars Burt Lancaster in his film debut, Ava Gardner, Edmond O'Brien and Sam Levene. The film also features William Conrad in his first credited role, as one of the killers referred to in the title. In 2008, The Killers was selected for preservation in the United States National Film Registry by the Library of Congress a",
Law of the Lash,1947,138465,https://archive.org/download/Law_of_the_Lash_film/Law_of_the_Lash_film_archive.torrent,https://image.tmdb.org/t/p/w780/zZjZQc1SJ4nRV3wKI9KUTVJgpi4.jpg,A western with Lash La Rue and Al St. John.,Western
Love Affair,1939,137725,https://archive.org/download/LoveAffair/LoveAffair_archive.torrent,https://image.tmdb.org/t/p/w780/2bKxlYgwKRQidS8S9DSPjpITPlv.jpg,"Directed by Leo McCarey, this 1939 romantic classic is the first and best version of the old warhorse of a fateful shipboard romance between an aimless playboy and a nightclub singer, both engaged but appearing to be destined to reunite on the top floor of the Empire State Building. The elaborate, shot-for-shot 1957 remake again directed by McCarey with Cary Grant and Deborah Kerr is much better known, and Warren Beatty even saw fit to remake it yet again with his wife Annette Bening for a 1994 ","Drama, Romance"
Yojimbo,1961,136408,https://archive.org/download/yojimbo_202012/yojimbo_202012_archive.torrent,https://image.tmdb.org/t/p/w780/tN7kYPjRhDolpui9sc9Eq9n5b2O.jpg,"The incomparable Toshiro Mifune stars in Akira Kurosawa's visually stunning and darkly comic Yojimbo. To rid a terror-stricken village of corruption, wily masterless samurai Sanjuro turns a range war between two evil clans to his own advantage. Remade twice, by Sergio Leone and Walter Hill, this exhilarating genre-twister remains one of the most influential and entertaining films of all time.","Drama, Thriller"
Whistle Stop,1946,135894,https://archive.org/download/Whistle_Stop/Whistle_Stop_archive.torrent,https://image.tmdb.org/t/p/w780/yOhmHkmefSZk3QlyhLn63i7oSii.jpg,"When beautiful Mary (Ava Gardner) returns home to her 'whistle stop' home town, long-standing feelings of animosity between two of her old boyfriends leads to robbery and murder.","Crime, Drama"
Thief of Bagdad,1924,135573,https://archive.org/download/ThiefOfBagdad1924/ThiefOfBagdad1924_archive.torrent,https://image.tmdb.org/t/p/w780/8t4CJ591N2FATf2yUiQNQk9p0tB.jpg,"Original (and therefore public domain) version of this classic. Does not contain any of the 'additional' footage, interviews, new music or other embellishments added and copyrighted in the 1980s. Enjoy the acrobatic athleticism and Human-Generated (HG) effects of one of filmdom's greatest actors. IMDb 7.8/10 http://www.imdb.com/title/tt0015400/","Adventure, Fantasy, Romance"
Arizona Stage Coach,1942,135527,https://archive.org/download/arizona_stage_coach/arizona_stage_coach_archive.torrent,https://image.tmdb.org/t/p/w780/7I6D8hTTUMubrzHY0V3OnGwooLs.jpg,Piracy on the Prairie till Rangebuster Guns Start Dealing Death And Destruction!,"Action, Western"
Robin Hood,1922,135447,https://archive.org/download/FairbanksRobinHood1922/FairbanksRobinHood1922_archive.torrent,https://image.tmdb.org/t/p/w780/baqMnZbAFPsfbaAOPRU1eJlCRdj.jpg,"1922 (public domain) silent version of the classic, with Douglas Fairbanks, Alan Hale and many others. Visit the IMDB page for this movie.","Thriller, Action, Drama"
Night Of The Living Dead,1968,135428,https://archive.org/download/Night_Of_The_Living_Dead_raw_HD_WS/Night_Of_The_Living_Dead_raw_HD_WS_archive.torrent,https://image.tmdb.org/t/p/w780/rb2NWyb008u1EcKCOyXs2Nmj0ra.jpg,Some different prints of the all-time classic. 1. Raw untouched video master - how the film has been seen on late night TV and PD video's and DVDs for years. 2. A remastered version of the film presented in HD. 3. Rare international widescreen theatrical release print presented 16:9 enhanced. Copyright Status: PUBLIC DOMAIN Published without a valid Copyright Notice. Type of Work: Cancelled Registration Cancelled Registration Number: PA0000046101 PA reg. cancelled. Published pre ’78 without copy,Horror
Africa Speaks,1930,135348,https://archive.org/download/africa_speaks/africa_speaks_archive.torrent,https://image.tmdb.org/t/p/w780/pd2VfDGqSrs4A97soDa364twuHN.jpg,You can find more information regarding this film on its IMDb page .,"Documentary, Adventure, History"
"Great Commandment, The",1939,135202,https://archive.org/download/great_commandment/great_commandment_archive.torrent,https://image.tmdb.org/t/p/w780/rZLVMmEvoELj9i3CxPtrCbYwYFy.jpg,You can find more information regarding this film on its IMDb page .,Drama
Port of New York,1949,135163,https://archive.org/download/Port_of_New_York/Port_of_New_York_archive.torrent,https://image.tmdb.org/t/p/w780/r2daeeaQdjkRSr2cGyPX8iVIsUl.jpg,"Port of New York is a 1949 film shot in semidocumentary style. The film is notable for being Yul Brynner's first movie. The film tells the story of a customs and treasury agent out to stop the distribution of opium, that came in on a ship in the Port of New York but was smuggled off by drug dealers. The leader of the drug dealers is the suave Vicola (Brynner).","Crime, Drama"
Hercules Against the Moon Men,1964,134792,https://archive.org/download/Hercules_Against_the_Moon_Men/Hercules_Against_the_Moon_Men_archive.torrent,https://image.tmdb.org/t/p/w780/lQSDjwoJUr7uxmHYcrUHxVA2Roq.jpg,"Hercules is summoned to defeat the mountain-dwelling monsters that are oppressing the people of Samar, but Queen Samara has her own deal with the monsters and opposes Hercules' meddling. You can find out more about this move on its IMDB page .","Adventure, Fantasy"
Fog Island,1945,134617,https://archive.org/download/Fog_island_1945/Fog_island_1945_archive.torrent,https://image.tmdb.org/t/p/w780/gMvognU7wny0XO4jEQNg7cY6P0s.jpg,"Leo, a former convict, is living in seclusion on an island with his step-daughter, the daughter of his late wife. Leo was framed by a group of former business associates, and he also suspects that one of them killed his wife. He has invited the group to his island, tempting them by hinting about a hidden fortune, and he has installed a number of traps and secret passages in his home. He is aided in his efforts by a former cell-mate who holds a grudge against the same persons. When everyone arriv","Horror, Mystery, Thriller"
Indiscreet,1931,133913,https://archive.org/download/Indiscreet/Indiscreet_archive.torrent,https://image.tmdb.org/t/p/w780/nlRlzLXItc270RwJb5h7re0cDvg.jpg,"On New Year's Eve, Geraldine Trent (Gloria Swanson) decides to break up with her boyfriend Jim Woodward (Monroe Owsley), having finally grown tired of his dishonesty and his infidelities. Soon afterward, Geraldine meets and falls in love with novelist Anthony Blake (Ben Lyon). Blake knows that she has had a man in her past, but he is content as long as he never finds out who it was. All seems well until her sister Joan (Barbara Kent) returns from a trip, and happily introduces Woodward as the ne","Comedy, Romance"
Philo Vance - The Kennel Murder Case,1933,133465,https://archive.org/download/PhiloVanceTheKennelMurderCase1933/PhiloVanceTheKennelMurderCase1933_archive.torrent,https://archive.org/services/img/PhiloVanceTheKennelMurderCase1933,"Archer Coe has been found dead in his locked bedroom. The cops consider it suicide, but Philo believes otherwise. When the Coroner shows up, he finds that Archer had been hit with a blunt object, stabbed and shot - making suicide unlikely. When the evidence points to his brother, Brisbane is found stabbed to death in the closet. Archer had a number of enemies, any one of which would have been glad to knock him off, but which one did and how did the murder occur in a room looked from the inside. ",
Embryo,1976,133097,https://archive.org/download/embryo_RockHudson/embryo_RockHudson_archive.torrent,https://image.tmdb.org/t/p/w780/96NDgMsfzQl0AfcBOX8t0JaNtfG.jpg,"1970s retelling of the Frankenstein story with Rock Hudson as the scientist and Barbara Carrera as the 'creature' he grows from Embryo to Woman in four and a half weeks. Also stars Roddy McDowall, Diane Ladd and Dr Joyce Brothers. This movie was reissued in the 1980s a 'Created to Kill'. Public domain due to the omission of a required copyright notice. Sourced from a 30 year old Betamax tape.",Drama
Misbehaving Husbands,1940,132914,https://archive.org/download/misbehaving_husbands/misbehaving_husbands_archive.torrent,https://image.tmdb.org/t/p/w780/lnToP9CiVkQKHXBJAlI10Yj7u6H.jpg,You can find more information regarding this film on its IMDb page .,"Romance, Comedy"
Aces and Eights,1936,132906,https://archive.org/download/aces_and_eights/aces_and_eights_archive.torrent,https://image.tmdb.org/t/p/w780/6AyNKJRXPYxjegmnrpJXlbhWTgV.jpg,You can find more information regarding this film on its IMDb page .,"Western, Action"
The Big Switch(1968) 1080p,1968,132851,https://archive.org/download/the.-big.-switch.-1969.1080p.-blu-ray.-h-264.-aac-rarbg/the.-big.-switch.-1969.1080p.-blu-ray.-h-264.-aac-rarbg_archive.torrent,https://archive.org/services/img/the.-big.-switch.-1969.1080p.-blu-ray.-h-264.-aac-rarbg,FOR ADULTS ONLY! 18+ Plot: Playboy John Carter is implicated in the murder of a blonde from a discotheque and is forced by gangsters into posing for pornographic photographs.,
Yellowstone,1936,132674,https://archive.org/download/Yellowstone_/Yellowstone__archive.torrent,https://image.tmdb.org/t/p/w780/tlxzeiPSPibYWb3UHXDi6dB9ldf.jpg,"Henry Hunter stars as park ranger Dick Sherwood, who gets mixed up in a series of murders. The killings are tied in with $90,000 in stolen money, which the four villains had hidden in a Yellowstone cave 17 years earlier. Upon their release from prison, each of the criminals makes a dash for the dough; only three survive.",Documentary
Decay (2012) - The LHC Zombie Film [full film],2012,132439,https://archive.org/download/Decay2012-TheLhcZombieFilmfullFilm/Decay2012-TheLhcZombieFilmfullFilm_archive.torrent,https://archive.org/services/img/Decay2012-TheLhcZombieFilmfullFilm,"Decay is a 75 minute zombie movie shot and set at the Large Hadron Collider, CERN, by physics PhD students. DecayFilm.com CC-BY-NC Trapped underground at the world's largest particle accelerator, a group of students make a deadly discovery. @DecayFilm Facebook Soundtrack now available (CC-BY): Decay OST",
Born to the Saddle,1951,132368,https://archive.org/download/born_to_the_saddle/born_to_the_saddle_archive.torrent,https://archive.org/services/img/born_to_the_saddle,"While investigating his father's death, a man become friendly with the rancher he thinks killed his father. You can find more information regarding this film on its IMDb page .",Western
Rainbow Valley,1935,132168,https://archive.org/download/RainbowValley/RainbowValley_archive.torrent,https://image.tmdb.org/t/p/w780/5AwQ9QlqniVL638ipiC7lnxRgkd.jpg,John Martin (John Wayne) is a government agent working under cover. Leading citizen Morgan calls in gunman Butch Galt (Buffalo Bill Jr.) who blows Martin's cover.,Western
Sunset Murder Case,1938,132141,https://archive.org/download/sunset_murder_case/sunset_murder_case_archive.torrent,https://image.tmdb.org/t/p/w780/6WFQCo6XWB0azARvG5AX1HKfmRH.jpg,You can find more information regarding this film on its IMDb page .,"Crime, Drama, Mystery"
Santa Claus,1925,132071,https://archive.org/download/silent-santa-claus/silent-santa-claus_archive.torrent,https://image.tmdb.org/t/p/w780/6EblxNOYabhXER8Y0lmK1yMbhH8.jpg,No description.,"Family, Fantasy, Comedy"
Nazi Concentration Camps,1945,131979,https://archive.org/download/nazi_concentration_camps_mp4/nazi_concentration_camps_mp4_archive.torrent,https://image.tmdb.org/t/p/w780/ihhIITb37XmCPf6ST31fkToUjei.jpg,"**This film contains extremely graphic scenes of human suffering, please exercise caution when viewing.** Compilation footage of Nazi concentration camps in the immediate aftermath of World War II. The footage was gathered by the US Department of Defense as part of the effort to conduct war crimes trials. This copy was dubbed from a video copy at the National Archives in College Park, Maryland. National Archives Identifiers: ARC: 43452 NAIL: 238.2 In posting this I ask that you please be conside","Documentary, History, War"
The Mystery of Mr. Wong,1939,131907,https://archive.org/download/The_Mystery_of_Mr._Wong/The_Mystery_of_Mr._Wong_archive.torrent,https://image.tmdb.org/t/p/w780/wyzLIwsunuF648lukjnk5FrFkP0.jpg,"From IMDb : The second in the series of Mr. Wong features starring Boris Karloff finds wealthy gem-collector Brandon Edwards gaining possession of the largest star sapphire in the world, the 'Eye of the Daughter of the Moon', after it has been stolen in China. Edwards, at a party in his home, confides to Mr. Wong that his life is in danger. During a game of Charades, Edwards is mysteriously shot dead and the gem disappears. Unknown to Wong, the jewel is in the possession of Edwards' maid, Drina,","Mystery, Thriller, Crime"
Evil Brain From Outer Space,1964,131655,https://archive.org/download/EvilBrainFromOuterSpace/EvilBrainFromOuterSpace_archive.torrent,https://archive.org/services/img/EvilBrainFromOuterSpace,"This Modified American version is in the public domain. From IMDB: A monstrous evil brain from outer space leads his minions on a crusade to conquer the universe, and unleashes hideous monsters on Earth that spread deadly diseases. Superhero Starman must rescue Earth from the menace of the evil brain while battling armies of monsters the brain sends against him.","Action, Science Fiction"
This Is Not a Test,1962,131459,https://archive.org/download/ThisisNotaTest/ThisisNotaTest_archive.torrent,https://image.tmdb.org/t/p/w780/zxvRhRdLEghXoe766BieTtRYX50.jpg,"Late one night on a rural road in the western US, a policeman sets up a roadblock and begins stopping all traffic. When several cars and a big truck have stopped, he and the others learn the reason for this roadblock........","Thriller, Horror"
A Bride for Henry,1937,131447,https://archive.org/download/bride_for_henry_ipod/bride_for_henry_ipod_archive.torrent,https://image.tmdb.org/t/p/w780/dsZTosVwcMFUhr3NYcJ2tJRZLf1.jpg,You can find more information regarding this film on it's IMDB pages,Comedy
The Blue Angel,0,131096,https://archive.org/download/theblueangel1930/theblueangel1930_archive.torrent,https://image.tmdb.org/t/p/w780/9NnL1fYA8f4VuPrKoNgXZ6dOxoP.jpg,"Immanuel Rath, an old bachelor, is a professor at the town's university. When he discovers that some of his pupils often go into a speakeasy, The Blue Angel, to visit a dancer, Lola Lola, he comes there to confront them. But he is attracted to Lola. The next night he comes again--and does not sleep at home. This causes trouble at work and his life takes a downward spiral. You can find out more about this movie on its IMDB page .",Drama
The Dark Hour,1936,130847,https://archive.org/download/The.Dark.Hour/The.Dark.Hour_archive.torrent,https://image.tmdb.org/t/p/w780/4xXBq6zbsxYmRslGBaLUx9luOO2.jpg,"From IMDb : A pair of detectives investigate the murder of an elderly millionaire who was the target of blackmail and death threats and find that there is no shortage of suspects, many of them in the victim's own family. Stars: Ray Walker, Berton Churchill, Irene Ware, Hobart Bosworth, Hedda Hopper, and E. E. Clive The 676MB MPEG4 file was derived from the 2.8GB MPEG2 found on this page .","Comedy, Mystery, Crime"
Boys of the City,1940,130634,https://archive.org/download/boys_of_the_city/boys_of_the_city_archive.torrent,https://image.tmdb.org/t/p/w780/rCEJlmQCKbCd7gtdehMGcJwRwuz.jpg,"In the second East Side Kids film, Muggs and the gang are on their way to summer camp when they give a judge a lift to his gloomy mansion. After he later turns up dead, the kids find themselves searching dark passageways dominated by the sinister Minerva Urecal in their quest for the killer.","Comedy, Mystery, Thriller"
Night Of The Living Dead,1968,130310,https://archive.org/download/NightOfTheLivingDead-MPEG/NightOfTheLivingDead-MPEG_archive.torrent,https://image.tmdb.org/t/p/w780/rb2NWyb008u1EcKCOyXs2Nmj0ra.jpg,"The dead come back to life and terrorize a group of people trapped inside a rural Pennsylvania farmhouse. 'It has been established that persons who have recently died have been returning to life and committing acts of murder. A wide investigation of reports from funeral homes, morgues and hospitals has concluded that the unburied dead are coming back to life and seeking human victims...'",Horror
Hi Diddle Diddle,0,129985,https://archive.org/download/HiDiddleDiddle/HiDiddleDiddle_archive.torrent,https://image.tmdb.org/t/p/w780/8d9YPEkSzwA6A1YlcyhldKtpJhJ.jpg,The bride's mother is swindled out of her money and the groom's father cooks up a scheme to make things right. Mystic Nights Videos,Comedy
